"id","name","category","categoryLabel","address","street","ward","source","verificationMethod","coordinates.lat","coordinates.lng","notes"
"osm-694361500","Petrolimex","living_service","Tiện ích dân sinh","Đường Đường Nguyễn Chánh, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.08777","108.15409",""
"osm-694831668","Petrolimex","living_service","Tiện ích dân sinh","Đường Đường Hòa An 19, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04765","108.17966",""
"osm-696751579","Cây xăng Gia Nguyễn Tâm","living_service","Tiện ích dân sinh","Đường Đường Nguyễn Tất Thành, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.10305","108.12004",""
"osm-834422404","EKOCENTER playground","park","Công viên & Không gian công cộng","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07411","108.17001",""
"osm-834483808","Giáo xứ Hoà Minh","community","Cộng đồng & Hành chính","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07083","108.17186",""
"osm-843007161","Chùa Phục Đán","community","Cộng đồng & Hành chính","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07495","108.17505",""
"osm-875179296","Trường Cao đẳng Thương mại Đà Nẵng","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07165","108.17809",""
"osm-909016588","Hoà Sơn","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07756","108.11088",""
"osm-962134785","Quảng trường Tượng Đài","park","Công viên & Không gian công cộng","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06546","108.15364",""
"osm-968341208","Khu H","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07622","108.15197",""
"osm-968341209","Khu C - Khối A","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07463","108.15303",""
"osm-968341210","Khu C - Khối D","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07422","108.15242",""
"osm-968341211","Khu B","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07497","108.15164",""
"osm-968341220","Khu C - Khối C","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0745","108.15253",""
"osm-968341221","Nhà khách sinh viên quốc tế","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07386","108.15331",""
"osm-968341225","Khu C - Khối B","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07459","108.15283",""
"osm-968341226","Khu E","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07501","108.15447",""
"osm-968341228","Trường Đại học Bách khoa - Đại học Đà Nẵng","education","Giáo dục & Học tập","54 Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07498","108.15264",""
"osm-968341233","Khu C - Khối E","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0743","108.15277",""
"osm-968341235","Khu D","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07708","108.15257",""
"osm-968341885","Khu E","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07453","108.15384",""
"osm-982766467","Khu B","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0498","108.15816",""
"osm-982766470","Bãi xe","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0497","108.15863",""
"osm-982766471","Bãi xe","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04991","108.1587",""
"osm-982766472","Bãi xe","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04974","108.15875",""
"osm-982766479","Khu C","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04879","108.15862",""
"osm-982766480","Căn tin","living_service","Tiện ích dân sinh","Đường Đường Hoàng Minh Thảo, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04903","108.15823",""
"osm-982766483","Khu F","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0495","108.15942",""
"osm-982766484","Khu G","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04966","108.15995",""
"osm-982766485","Khu D","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04908","108.15957",""
"osm-982766486","Khu E","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04922","108.16006",""
"osm-982766489","Khu bảo vệ","living_service","Tiện ích dân sinh","Đường Đường Hoàng Minh Thảo, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04934","108.16045",""
"osm-982766509","Bãi xe","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04987","108.15858",""
"osm-984184951","Khu A","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04908","108.15852",""
"osm-984184952","Bãi xe","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04933","108.15845",""
"osm-1016757141","Học viện Chính sách và Phát triển – Phân hiệu thành phố Đà Nẵng","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07582","108.14722",""
"osm-1067047505","Trường Cao đẳng Giao thông vận tải Trung ương V","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.12308","108.11675",""
"osm-1067451952","Phân hiệu Trường Đại học Xây dựng Miền Trung tại Đà Nẵng","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.10158","108.13683",""
"osm-1098017439","Mikazuki Đà Nẵng Hotel","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.09358","108.14436",""
"osm-1098017450","Waterpark 365 Mikazuki Hotel","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.09265","108.14366",""
"osm-1098017454","Sông Lười","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.09428","108.1451",""
"osm-1126051204","Trường Trung học phổ thông Liên Chiểu","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.10213","108.13301",""
"osm-1126051205","Trường Trung học phổ thông Nguyễn Thượng Hiền","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.05753","108.16249",""
"osm-1126051208","Trường Trung học phổ thông Phạm Phú Thứ","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07434","108.11046",""
"osm-1126051209","Trường Trung học cơ sở Trần Quang Khải","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07332","108.10961",""
"osm-1226646126","Bệnh viện Ung bướu Đà Nẵng","healthcare","Y tế & Sức khỏe","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06971","108.16392",""
"osm-1226646130","Bệnh viện Tâm thần thành phố Đà Nẵng","healthcare","Y tế & Sức khỏe","193 Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07954","108.14592",""
"osm-1226646132","Bệnh viện Đa khoa Nam Liên Chiểu","healthcare","Y tế & Sức khỏe","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.05578","108.1622",""
"osm-1226646139","Trung tâm Y tế quận Liên Chiểu","healthcare","Y tế & Sức khỏe","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06403","108.15544",""
"osm-1243933611","Văn phòng Quản lý đường bộ III.1","community","Cộng đồng & Hành chính","21 Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07229","108.14987",""
"osm-1280524593","Trường Trung học cơ sở Đàm Quang Trung","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.10295","108.11693",""
"osm-1280820647","Sân bóng Goden Hill","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.10375","108.11994",""
"osm-1323574461","Trường Trung học cơ sở Nguyễn Lương Bằng","education","Giáo dục & Học tập","27 Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07246","108.14952",""
"osm-1323574462","Trường Tiểu học Ngô Sỹ Liên","education","Giáo dục & Học tập","52 Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07359","108.15037",""
"osm-1324437219","Trường Trung học cơ sở Nguyễn Thị Định","education","Giáo dục & Học tập","55 Đường Yên Thế, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0561","108.17724",""
"osm-1325259072","Trường Trung học cơ sở Ngô Thì Nhậm","education","Giáo dục & Học tập","14 Đường Mộc Bài 5, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06842","108.15325",""
"osm-1325264505","Trường Trung học cơ sở Lương Thế Vinh","education","Giáo dục & Học tập","86 Đường Đặng Huy Trứ, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.08106","108.15851",""
"osm-1325273567","Trường Trung học cơ sở Lê Anh Xuân","education","Giáo dục & Học tập","Đường Đường Xuân Thiều 6, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.10491","108.13427",""
"osm-1325278260","Trường Trung học cơ sở Nguyễn Thái Bình","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.13511","108.11735",""
"osm-1325470875","Trường Trung học cơ sở Nguyễn Chơn","education","Giáo dục & Học tập","Đường Đường Hồ Quý Ly, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0724","108.17065",""
"osm-1325635438","Trường Trung học cơ sở Nguyễn Bá Phát","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.09722","108.09566",""
"osm-1326192778","Trường Tiểu học Lê Văn Tám","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06999","108.176",""
"osm-1326279033","Chợ Hòa Khánh","market","Chợ & Mua sắm thiết yếu","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06986","108.1493",""
"osm-1328598268","Sở Y tế thành phố Đà Nẵg","community","Cộng đồng & Hành chính","168 Đường Nguyễn Sinh Sắc, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07304","108.15856",""
"osm-1328600122","Trường Tiểu học Nguyễn Đức Cảnh","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07644","108.16574",""
"osm-1332826641","Trường Tiểu học Võ Thị Sáu","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.08043","108.15496",""
"osm-1473492943","MM Supercentre","market","Chợ & Mua sắm thiết yếu","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06712","108.15544",""
"osm-1482179690","THCS Đỗ Đăng Tuyển","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0713","108.17708",""
"osm-1500662957","PERLA HOME","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.09189","108.1476",""
"osm-1522241572","Trạm Kiểm dịch động vật Kim Liên","community","Cộng đồng & Hành chính","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.12775","108.09922",""
"osm-1536484324","Tòa án nhân dân khu vực 4 - Đà Nẵng","living_service","Tiện ích dân sinh","2 Đường Trương Văn Đa, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06987","108.15421",""
"osm-1541277103","COM NHA CO NGA","food","Ẩm thực & Đời sống","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07244","108.15639",""
"osm-1544403048","BÁCH HOÁ XANH TRẦN ĐÌNH TRI","market","Chợ & Mua sắm thiết yếu","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0843","108.1586",""
"osm-1551512250","Chợ Hòa An","market","Chợ & Mua sắm thiết yếu","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.05891","108.17619",""
"osm-1551522687","Chợ Nam Ô","market","Chợ & Mua sắm thiết yếu","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.10607","108.13383",""
"osm-1551522689","Phân hiệu Cao đẳng Đường sắt Đà Nẵng","education","Giáo dục & Học tập","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.12671","108.12227",""
"osm-1551522691","Chợ Hòa Mỹ","market","Chợ & Mua sắm thiết yếu","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.05892","108.1701",""
"osm-1551964032","Khu S","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07495","108.15415",""
"osm-1554188424","Trung tâm Thể thao SHB Đà Nẵng","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.04336","108.15596",""
"osm-4328547271","HÀNG MẮM NHI HUẾ","living_service","Tiện ích dân sinh","25 Nguyễn Cảnh Chân, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Cảnh Chân","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06981","108.14966",""
"osm-4725820721","Hòa Sơn","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06836","108.1068",""
"osm-6151755226","��ường Tốt Động","living_service","Tiện ích dân sinh","Đường Tốt Động, phường Liên Chiểu, TP. Đà Nẵng","Tốt Động","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0722","108.16332",""
"osm-6514156827","Đường Tốt Động","living_service","Tiện ích dân sinh","Đường Tốt Động, phường Liên Chiểu, TP. Đà Nẵng","Tốt Động","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07235","108.16342",""
"osm-7814799866","Khu Chung cư Hòa Hiệp Nam","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.10844","108.1322",""
"osm-10300586858","Hòa Khánh Bắc","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07651","108.14884",""
"osm-10923701386","THIẾT KẾ THI CÔNG SHOP, CỬA HÀNG TẠI ĐÀ NẴNG - TAGIA DECOR","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.06409","108.16299",""
"osm-11214899105","Liên Chiểu","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07671","108.13924",""
"osm-11782033184","Siêu Thị Đan Mart,","living_service","Tiện ích dân sinh","Đường Siêu Thị Đan Mart,, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.05098","108.16258",""
"osm-11881093504","Ngã ba Nguyễn Tất Thành - Đào Công Soạn","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.10126","108.13978",""
"osm-11881093505","Mikazuki Water Park","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.095","108.14599",""
"osm-11881093506","Đối diện 136 Phan Văn Định","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.09059","108.1482",""
"osm-11881093507","Đối diện 421 Nguyễn Lương Bằng","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.08646","108.1443",""
"osm-11881093508","339 Nguyễn Lương Bằng","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.08308","108.14572",""
"osm-11881093509","191 Nguyễn Lương Bằng","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07958","108.1471",""
"osm-11881093510","141 Nguyễn Lương Bằng","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07631","108.14844",""
"osm-11881093512","27 Nguyễn Lương Bằng","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07267","108.14993",""
"osm-11881093514","46 Ngô Thì Nhậm","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07033","108.15382",""
"osm-11881093516","Đối diện 246 Hồ Tùng Mậu","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.0747","108.15829",""
"osm-11881093517","Bệnh viện Ung bướu","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07141","108.16417",""
"osm-11881093518","161 Phùng Hưng","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07317","108.16658",""
"osm-11881093555","74 Phùng Hưng","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07364","108.16679",""
"osm-11881093556","554 Hoàng Thị Loan","living_service","Tiện ích dân sinh","Đường Nguyễn Lương Bằng, phường Liên Chiểu, TP. Đà Nẵng","Nguyễn Lương Bằng","Phường Liên Chiểu","OpenStreetMap","boundary_confirmed","16.07166","108.16424",""
